user_id,_1_cognitive_flexibility,_1_commission_errors,_1_correct_responses,_1_error_in_answers,_1_inattentiveness,_1_incorrect_clicks,_1_motor_control,_1_ommission_errors,_1_processing_speed,_1_puzzle_duration,_1_reaction_time,_1_response_inhibition,_1_response_speed,_1_sustained_attention,_1_task_switching,_1_time_taken,_1_working_memory,_2_cognitive_flexibility,_2_commission_errors,_2_correct_responses,_2_error_in_answers,_2_inattentiveness,_2_incorrect_clicks,_2_motor_control,_2_ommission_errors,_2_processing_speed,_2_puzzle_duration,_2_reaction_time,_2_response_inhibition,_2_response_speed,_2_sustained_attention,_2_task_switching,_2_time_taken,_2_working_memory,_3_cognitive_flexibility,_3_commission_errors,_3_correct_responses,_3_error_in_answers,_3_inattentiveness,_3_incorrect_clicks,_3_motor_control,_3_ommission_errors,_3_processing_speed,_3_puzzle_duration,_3_reaction_time,_3_response_inhibition,_3_response_speed,_3_sustained_attention,_3_task_switching,_3_time_taken,_3_working_memory,_4_cognitive_flexibility,_4_commission_errors,_4_correct_responses,_4_error_in_answers,_4_inattentiveness,_4_incorrect_clicks,_4_motor_control,_4_ommission_errors,_4_processing_speed,_4_puzzle_duration,_4_reaction_time,_4_response_inhibition,_4_response_speed,_4_sustained_attention,_4_task_switching,_4_time_taken,_4_working_memory,_5_cognitive_flexibility,_5_commission_errors,_5_correct_responses,_5_error_in_answers,_5_inattentiveness,_5_incorrect_clicks,_5_motor_control,_5_ommission_errors,_5_processing_speed,_5_puzzle_duration,_5_reaction_time,_5_response_inhibition,_5_response_speed,_5_sustained_attention,_5_task_switching,_5_time_taken,_5_working_memory,_6_cognitive_flexibility,_6_commission_errors,_6_correct_responses,_6_error_in_answers,_6_inattentiveness,_6_incorrect_clicks,_6_motor_control,_6_ommission_errors,_6_processing_speed,_6_puzzle_duration,_6_reaction_time,_6_response_inhibition,_6_response_speed,_6_sustained_attention,_6_task_switching,_6_time_taken,_6_working_memory,_1_distracted,_2_distracted,_3_distracted,_4_distracted,_5_distracted,_6_distracted,_7_distracted,_8_distracted,_9_distracted,_10_distracted,has_adhd
1,0.7334726655293664,0.8399169123841633,0.3214596861633533,0.4659030507182276,0.37629090456530156,0.4529910776577339,0.7619614618029934,0.7962821511590016,0.30508066582743937,0.8407983555826996,0.8293352154543514,0.5500743996312962,0.27303647008881216,0.7147578993641722,0.46410796442860763,0.5335943348676333,0.8901048198286684,0.4868670910454498,0.618691847284745,0.6654748808658706,0.050869301511001296,0.7604645047999942,0.7949736267996619,0.40814368304094806,0.2330966065612303,0.4705961274880074,0.6863535369613923,0.668632480106827,0.6823331988023124,0.6500161582145528,0.5544711908889609,0.6291183595000711,0.49073967891161213,0.4178557384811817,0.5804340912157788,0.6254491185743647,0.7149262425020335,0.8061828575586474,0.8055247119182781,0.6700878751402602,0.630783819592607,0.8231975913035492,0.5025524550047443,0.9078379998899017,0.5437731617833018,0.26065407183950356,0.6868970459478124,0.6988709819561747,0.680008127241834,0.39387158206244677,0.7093222438456792,0.781940370437485,0.4757696258405735,0.4521479867075831,0.6830988406114623,0.6562064037324477,0.47097353278470283,0.8452180747978864,0.7908701799905485,0.7290743841927798,0.6808421647061526,0.8876495158699476,0.5796175580449621,0.856862617559601,0.5796637296388163,0.6518864878149941,0.8132892134269001,0.5241680135095886,0.44934178388014634,0.8366764484872031,0.5614352821385231,0.653884299718681,0.4297781533528571,0.238164991182724,0.5631684042862654,0.5824155532817556,0.6411523222924604,0.49986819492482976,0.7913467911365414,0.24861231465224662,0.8355227425812952,0.775091113244333,0.48340276004570654,0.6902628471956718,0.3273715014265158,0.406963730750767,0.5996281566976944,0.8003816016999604,0.9065034366178486,0.7086133199579744,0.3843630396909287,0.8003816016999604,0.7512706152357207,0.5586756305178382,0.35947626011841444,0.6316016451422531,0.4315687588630045,0.42713889014013057,0.781940370437485,0.2919103335448072,0.7397424097828997,0.5482542300641097,1,1,1,1,1,0,1,0,0,1,1
2,0.5959517151397069,0.5579983184045637,0.6672329770933009,0.4461362880275693,0.5481463885923941,0.6075054386295987,0.5606301494420991,0.6252339487059082,0.47455788121717724,0.5155321607740468,0.31473058977104207,0.7089228781535042,0.5781685529307863,0.5688410614581778,0.28814731593744103,0.43044127570382407,0.5991771451107073,0.4480670138571604,0.6691095270893925,0.5338793934680396,0.5379957005017126,0.465526002628638,0.5257142444859668,0.4664114582910679,0.3800941938692236,0.4814852680148936,0.41973378703147135,0.41613491416862325,0.473379303383326,0.32397062176407854,0.452039438177962,0.48288493268387156,0.6515127669816019,0.5085630399862396,0.5255342157486553,0.3968755414441071,0.4461362880275693,0.5830273310768179,0.5714475760393961,0.5371595903462062,0.32397062176407854,0.5026223905248837,0.8011866855058065,0.8011866855058065,0.4107975154937705,0.5437061911963369,0.31473058977104207,0.2785556452216822,0.7012510528957113,0.5784261492934986,0.6312636723180143,0.39483694072042175,0.3945620808856386,0.5888897542927791,0.5318916693193412,0.33026216658434465,0.6457991730924585,0.5867899408207728,0.5224377052774122,0.594024331163686,0.47971419745822375,0.25491178613373044,0.4576696208448206,0.658050819542454,0.3880390410987499,0.6428406004551609,0.42021935776029107,0.36400623227427487,0.48917219889323943,0.5910888755893529,0.49294049623590325,0.4372949880073196,0.45985957636660313,0.5642195788797923,0.27384795637850123,0.5067313620475736,0.4652714405384131,0.3878817916184077,0.5200796698980918,0.48265908503103394,0.5228141595992529,0.3198880219038076,0.5242902500877002,0.5405423664876849,0.29071351858664224,0.5002965611136718,0.6108460305177552,0.48050356169985753,0.4556061917452009,0.36565957069766675,0.4143807130108361,0.4232158318936937,0.6627887994571551,0.4850196055902838,0.4830534521984266,0.5403528836143919,0.40924259007523883,0.4135389779708585,0.3399008776671386,0.6472762938747116,0.5414308565216629,0.5031738778263254,1,1,1,0,0,0,1,0,1,1,0
3,0.5265027645952877,0.5065626068011507,0.36565957069766675,0.4564578225415714,0.30501729411610223,0.7116987681208361,0.4312412951018098,0.47473832896260637,0.5115184627260386,0.5698115217523637,0.5809441395651357,0.1764518722123048,0.6413336273775305,0.35209138761013714,0.4948817144847304,0.3440333022438332,0.2960557223712108,0.5838855689115556,0.5906581689370747,0.6418208583625117,0.3654773738777103,0.5432587259915949,0.54316429916034,0.6200481773728874,0.40491266811429316,0.31473058977104207,0.37982956607695295,0.46111283408425474,0.48323168043450915,0.5449979379737947,0.6264200779131254,0.3155022764460347,0.43044127570382407,0.46440191500311934,0.5688410614581778,0.5018364172622561,0.5482215622948831,0.5756498990117818,0.46425633155793256,0.518960657505459,0.4790085950600401,0.38008495992503233,0.3415128120336164,0.5688410614581778,0.4850196055902838,0.44564503362677954,0.3070267897421325,0.7249429140108008,0.44536839802578837,0.5007864630321917,0.26286826325964263,0.33786879248845736,0.5906581689370747,0.5565695815240739,0.520869310239876,0.520869310239876,0.33786879248845736,0.45608358806552435,0.6320183583079877,0.456617265289533,0.5877455056636557,0.36546095420487124,0.48820464557617105,0.32397062176407854,0.4706419148084142,0.5888897542927791,0.5282077848750593,0.5039853990182758,0.6103997551701691,0.7041646949240156,0.5061187144090628,0.492148968948245,0.4054031869104683,0.5880638792699913,0.38959908023247036,0.49331148244937884,0.48784320681391047,0.4799078685349472,0.32583258870870757,0.37674632089292304,0.43533726307539555,0.518479120104569,0.556889398156617,0.5414905690784652,0.5526665479863486,0.3893510259287398,0.47988753431990694,0.5631127329187051,0.578168816450146,0.4962281423623122,0.5982188691786232,0.590072260776066,0.5806492127985216,0.4422779088455439,0.30119609180452855,0.7104868652259267,0.3968755414441071,0.3762956627553243,0.6763408335241292,0.5064341520139359,0.5290907794446684,0.6264200779131254,1,1,0,1,1,0,1,1,1,0,0
4,0.3878817916184077,0.5565695815240739,0.3637333471451677,0.3860255054626752,0.5458235106642518,0.1961213652530972,0.44809117132494747,0.6905284253214662,0.5540427175738104,0.4341567537040333,0.38596403240220173,0.624003746836596,0.43312285230111797,0.5437061911963369,0.538125718840762,0.45271252157264286,0.40100142274388645,0.418995871668269,0.4422779088455439,0.47840063488949863,0.4388176262241289,0.2573063470198613,0.5176690990749586,0.43312285230111797,0.5075950056132745,0.43044127570382407,0.4518769759327833,0.43044127570382407,0.5184569534335555,0.54206216745929,0.4190564417562368,0.5526665479863486,0.36546095420487124,0.42953802570346666,0.5104611638498999,0.679789806482603,0.5577297866050633,0.5028811633928915,0.5499704862948344,0.5891552619224611,0.4057253007346202,0.5905268538501357,0.5282615167189926,0.4325893115779076,0.6103997551701691,0.37337366128695426,0.37337366128695426,0.517656624404998,0.5046944299906738,0.6575320562119379,0.6312636723180143,0.43265163016473157,0.5098277460402768,0.42953802570346666,0.6724392902430558,0.5196707338443665,0.4556061917452009,0.5257142444859668,0.4157641438030409,0.36826303631481616,0.6533722053634906,0.452039438177962,0.5583605499087891,0.569461035012663,0.47971419745822375,0.5200796698980918,0.5915109397983467,0.362471887904786,0.461854329087546,0.679789806482603,0.5489819760434227,0.5565695815240739,0.47534152503750615,0.6126135873508263,0.47988753431990694,0.3070696469373726,0.46340586546895474,0.5540763959831793,0.6061867777987463,0.25491178613373044,0.45520996241577766,0.5463962415968928,0.6463791791441995,0.43446737500580823,0.43755795701251426,0.4988206148439147,0.7104868652259267,0.5499704862948344,0.4145384692459044,0.6691095270893925,0.5228141595992529,0.45974171752687837,0.44973640631813805,0.44973640631813805,0.4895956251578414,0.5996122903722327,0.37818253651424966,0.49449456393167357,0.5196707338443665,0.4406114380199906,0.45660916203826474,0.5572892258642281,1,1,1,0,0,0,1,1,1,1,0
5,0.9366845617027236,0.5482542300641097,0.7248996137703831,0.6591196362117191,0.7057690807774285,0.7364450584219451,0.404081932364773,0.38298829487181585,0.6132433995074021,0.6858267695636171,0.86379716103331,0.41025191002514005,0.41572382834107136,0.573011440668799,0.8756102198236647,0.5319473764444338,0.3729925883217929,0.6779326544981171,0.8620381913619974,0.2523376364227961,0.5241680135095886,0.5082685536004954,0.5761180444297683,0.6763949273797522,0.6964787979582824,0.5067935396040995,0.8677830717730408,0.48698994872022705,0.3010162572161236,0.558617165808528,0.46349079812055627,0.5727838526742324,0.5025524550047443,0.14520266807054866,0.6591196362117191,0.7900539523961765,0.2897262648981151,0.6145351659459833,0.7935470428124783,0.4504714864306116,0.4705961274880074,0.6990565311101972,0.6694654584301748,0.7282128442128988,0.5429267194838692,0.565652047849355,0.3910228706769387,0.47084235748384085,0.2404735098254901,0.9000901930152916,0.2523376364227961,0.7849055692885787,0.5507266905079553,0.8407983555826996,0.6076951608838354,0.6655584216598452,0.594781952025884,0.636089729062406,0.47097353278470283,0.6396738293959043,0.6858267695636171,0.5082685536004954,0.6847852832319529,0.892542826678595,0.7743783938510712,0.38793183902583306,0.7298705618907622,0.618691847284745,0.7443586836315664,0.3079518807195358,0.7795875020744627,0.7555232331367133,0.9076085414321095,0.668632480106827,0.6826095397069029,0.5508578081972187,0.6210639062906147,0.4633161249535866,0.9189548065851773,0.8963690513200786,0.7648393005636359,0.7251997022368889,0.33984932031903475,0.6759265233633031,0.41838700283190033,0.29835372099811136,0.6507863077532738,0.2535308695178914,0.2871358739602682,0.8135072710882154,0.828766954486705,0.7384221903532848,0.26599196203621683,0.6929066919678074,0.44736540758220145,0.5250086612787447,0.8975785590128693,0.3099010656875792,0.19044010990605947,0.9400611392234801,0.7513397108051929,0.5586756305178382,0,0,0,1,1,1,1,1,1,1,1
6,0.5258523558522888,0.46405542673460864,0.6149151949651072,0.4962826790078275,0.33062323013009964,0.45974171752687837,0.5202676899384742,0.4448367291655927,0.5384417902199594,0.511770266881267,0.47446794526091446,0.4887894094047944,0.5026410270305385,0.39192511547648257,0.3498313385468119,0.5579959848683608,0.41495685452111314,0.446805667295633,0.5819274372845743,0.54206216745929,0.5899394157158308,0.47840063488949863,0.658050819542454,0.5959517151397069,0.5352797000152727,0.5414905690784652,0.572876285892469,0.537703761758008,0.5120820958849576,0.46640943758916364,0.5127091280961996,0.3990473111454559,0.456540093031196,0.48820464557617105,0.49144053883960154,0.44536839802578837,0.592923678292502,0.5910888755893529,0.6802402071753901,0.6017592105342648,0.3820357517067693,0.4172365074060578,0.5061187144090628,0.5121300185764315,0.5999984698721734,0.36826303631481616,0.3270319830601899,0.3520809420911264,0.48227016643749643,0.5040783414238539,0.5493468864411946,0.5079331120218281,0.5115184627260386,0.5448084701271145,0.5844281788810337,0.5706419360053431,0.5810246179909501,0.5121300185764315,0.40090561191822094,0.5414182873175257,0.3880390410987499,0.5039853990182758,0.4850196055902838,0.5299830701354913,0.5108012759517592,0.37337366128695426,0.40325192567183543,0.38326881702336807,0.47971419745822375,0.7021981457353121,0.4090215830804414,0.5586496259893717,0.6573312224142913,0.42812406692551913,0.4815661920976604,0.47450509164667193,0.385896216089033,0.4276698854451323,0.26063536044597957,0.5148535835146769,0.40268592650102153,0.4046689130003843,0.47455788121717724,0.3762956627553243,0.452039438177962,0.6061867777987463,0.49868671595446656,0.47236400167246245,0.5428514719514868,0.5696135466332333,0.6368882549495612,0.33026216658434465,0.5282648872189493,0.46340586546895474,0.5706818532696214,0.712821329519709,0.6813300891916659,0.3893510259287398,0.48373312512055544,0.7839860539539925,0.5030725076759076,0.520869310239876,1,0,1,1,0,0,0,1,1,1,0
7,0.5910888755893529,0.39192511547648257,0.5039853990182758,0.42953802570346666,0.4665138706074199,0.5038681890086661,0.7116987681208361,0.555905235083241,0.5079331120218281,0.5026223905248837,0.3637333471451677,0.5361883318107706,0.540044142582271,0.6083000986510824,0.5007864630321917,0.5108012759517592,0.4388176262241289,0.5448084701271145,0.47167169165540784,0.554940057431438,0.41613491416862325,0.3654773738777103,0.5166625272640782,0.587975807433586,0.49343787539232586,0.4415186360193116,0.43044127570382407,0.391668887316029,0.3880390410987499,0.5046944299906738,0.6056148254465049,0.5255342157486553,0.5257142444859668,0.6270008823267639,0.5586496259893717,0.45763280267870615,0.5129457695306235,0.7041646949240156,0.5437061911963369,0.5704277005035974,0.7259658803264442,0.5448130805054632,0.4582374498375391,0.4719760902129215,0.6763408335241292,0.3665971265330419,0.4655788143193146,0.5984924892513539,0.47929794470742726,0.21513768384951992,0.6349956618002393,0.6225502459044654,0.6013284448658067,0.7021981457353121,0.30501729411610223,0.4655788143193146,0.48044187767315016,0.47863709283998807,0.6724392902430558,0.3885886839573331,0.4673736142019612,0.43533726307539555,0.49868671595446656,0.4846088537914833,0.48584158655163023,0.33062323013009964,0.4137539648076174,0.5449979379737947,0.4359415982471594,0.42812406692551913,0.6237731377896586,0.5113454310396102,0.4139641786328873,0.5644103592458924,0.4698105973685571,0.3704869207802932,0.3415128120336164,0.5196707338443665,0.4395071441182753,0.37875832157802075,0.5816279115326288,0.3070267897421325,0.2573063470198613,0.37875832157802075,0.37013075699147,0.6192140178298778,0.6608439970004896,0.3995847292893945,0.5506242567742602,0.7305970010951176,0.3750455274001014,0.6134183874556558,0.5255342157486553,0.5577297866050633,0.44003073094855777,0.48127412761023886,0.4729080427733025,0.4397762928194977,0.5449979379737947,0.5166625272640782,0.5166979479158385,0.679722140227639,0,0,0,1,0,1,1,0,1,0,0
8,0.5073756585349037,0.48158281154400995,0.4751996456577892,0.5726437418298242,0.4245510111767533,0.4582374498375391,0.5648410813464264,0.4480670138571604,0.492148968948245,0.590774057034311,0.4706027657425734,0.36549007280654244,0.555905235083241,0.6474172038614949,0.504546431767558,0.48265908503103394,0.712821329519709,0.26286826325964263,0.3880390410987499,0.5007864630321917,0.5781643937242853,0.7029663597630256,0.5079331120218281,0.5439588840272461,0.43755795701251426,0.5526665479863486,0.5371595903462062,0.5587908872173926,0.5781685529307863,0.5874788186654898,0.5098277460402768,0.39171814437384894,0.521323100744094,0.624133991623008,0.7249429140108008,0.521323100744094,0.5107584080124233,0.4182361385602767,0.2699010981649289,0.4751996456577892,0.3885886839573331,0.4189432525928304,0.4988206148439147,0.6463791791441995,0.5915109397983467,0.5432587259915949,0.4241996425953908,0.4584819905993363,0.1961213652530972,0.3767021632932095,0.7927853932131745,0.608253081835452,0.46067352366835623,0.5014996325425093,0.5428514719514868,0.592174981426214,0.3673005350142483,0.6627887994571551,0.4157641438030409,0.5184569534335555,0.4461023512207004,0.4632012195770917,0.4335240228167026,0.6041249745442872,0.4555158215156555,0.6813300891916659,0.48917219889323943,0.4616566676154205,0.49294049623590325,0.4373182276696571,0.6472762938747116,0.5752252086876619,0.4280784291389852,0.6041249745442872,0.5026388727359545,0.4729390016207589,0.5489819760434227,0.5379874343305602,0.3820020968994066,0.3750455274001014,0.5342147659620327,0.4625225864443907,0.30721692030031256,0.418004945083163,0.43489657479815247,0.42512144394200635,0.3270319830601899,0.5073756585349037,0.47988753431990694,0.5372694850027773,0.5704277005035974,0.452039438177962,0.44536839802578837,0.5217045570675408,0.4079147895270643,0.6715880063207972,0.40692414096812607,0.5408797772013618,0.45660916203826474,0.5996122903722327,0.511770266881267,0.33856978932548853,0,1,0,1,1,1,1,0,1,0,0
9,0.5606301494420991,0.4662854992108084,0.4107975154937705,0.5274279434158952,0.5432587259915949,0.4145552921857707,0.540044142582271,0.5162644927424698,0.5877455056636557,0.6371135986758892,0.30721692030031256,0.34320250021524257,0.5518692957606021,0.6307801787015017,0.3762956627553243,0.5932579711487682,0.5079128492173969,0.2699010981649289,0.5228141595992529,0.544717894105673,0.38326881702336807,0.4342643850225487,0.4572340536063213,0.5026410270305385,0.6580066302085698,0.47929794470742726,0.5372951677984533,0.4664114582910679,0.6368882549495612,0.3916478984807264,0.3155022764460347,0.5829674814309037,0.554940057431438,0.5931673293586488,0.5242902500877002,0.36546095420487124,0.27384795637850123,0.6763408335241292,0.4632012195770917,0.597011714969103,0.6648977966892128,0.5809441395651357,0.5727174123466391,0.4742101612271792,0.36803687775832367,0.4461023512207004,0.6108460305177552,0.5596259852893535,0.6484952596988407,0.5839060466600143,0.4895956251578414,0.5565695815240739,0.4588938839549921,0.3324542551499696,0.5276983839857381,0.5899394157158308,0.6418208583625117,0.5756498990117818,0.49272329805244014,0.4533193398643209,0.5906581689370747,0.4241811857273838,0.7531779119323032,0.5712644612703142,0.5905268538501357,0.5351129608055887,0.5807962656310242,0.40258557515098614,0.48088297445354167,0.3711989619297802,0.5899394157158308,0.3440333022438332,0.5209144040122792,0.6287760083661755,0.4706027657425734,0.41453056657698917,0.5002965611136718,0.4664114582910679,0.4948517039562645,0.5672354471661527,0.3644371385296353,0.6662374906083622,0.5318916693193412,0.5752252086876619,0.46440191500311934,0.5847326275249924,0.33026216658434465,0.419912265533781,0.4189432525928304,0.5991771451107073,0.5518692957606021,0.6627887994571551,0.45271252157264286,0.6328313101035346,0.590331402696103,0.5166625272640782,0.48127412761023886,0.3945620808856386,0.49639105898465685,0.47534152503750615,0.5586496259893717,0.6533722053634906,1,1,1,1,1,0,0,1,1,0,0
10,0.33396583456242696,0.901853869357549,0.7115064472470733,0.8339526363920569,0.33396583456242696,0.26998938015748103,0.8061828575586474,0.7521706898417544,0.767540372666237,0.8370118883439527,0.49473952094114154,0.6847852832319529,0.5118301955911317,0.6174759539057016,0.6884073692799136,0.7632032744033362,0.6233527183000811,0.31261283493605235,0.7016967848756729,0.6427095387332608,0.6619237243053203,0.5577446595888595,0.23832170385970083,0.6602784807264015,0.8255771733297707,0.6788873003764311,0.828766954486705,0.7109335609853433,0.77918956625653,0.3729925883217929,0.3522058332161408,0.7900539523961765,0.6768407898912455,0.5179214715203272,0.4639143241358928,0.8106334304796028,0.5818069721117493,0.3214596861633533,0.6236007870090279,0.7795875020744627,0.42372545372433057,0.7135376810916741,0.73120277989529,0.3682751710076398,0.4219300729300033,0.6884073692799136,0.7147578993641722,0.6500835942272396,0.20408509683189185,0.5478630433632935,0.2404735098254901,0.7004613551148018,0.5425889354428792,0.6550542937755898,0.5753490512652213,0.8519691353536517,0.7117119035516106,0.7512706152357207,0.7367430764075599,0.45986253143150274,0.47407755967552223,0.46204586379181845,0.2982964667502757,0.6868970459478124,0.537177152138072,0.5218747619088765,0.5736012227739836,0.892542826678595,0.7512706152357207,0.9487433306023061,0.7551663645304797,0.3017628452479456,0.8293352154543514,0.6467476617106128,0.668632480106827,0.6500835942272396,0.04657452654251908,0.527838536068103,0.3895744937443555,0.44924181690187104,0.4887333596696995,0.7510672516882488,0.6700878751402602,0.36163360925792687,0.8900731263327751,0.5218747619088765,0.6132433995074021,0.6613436316217435,0.6831188097589155,0.8876495158699476,0.5545501038118859,0.6698682583469485,0.5250086612787447,0.3640767072627958,0.9000901930152916,0.26109612771288954,0.8052020952798821,0.7936996274956932,0.7613928219925173,0.5614352821385231,0.650998970710036,0.7561522949292468,1,0,1,1,1,1,1,0,0,1,1
